stage,pair_id,road_id,layer_role,trunk_mode
Step2,S2:1019769__1030081,1047540,trunk,counterclockwise_loop
Step2,S2:1019769__1030081,29848656,trunk,counterclockwise_loop
Step2,S2:1026960__39546395,1029941,trunk,counterclockwise_loop
Step2,S2:1026960__39546395,1092122,trunk,counterclockwise_loop
Step2,S2:1026960__39546395,524194701,trunk,counterclockwise_loop
Step2,S2:1029577__1029582,1066706,trunk,counterclockwise_loop
Step2,S2:1029577__1029582,15583469,trunk,counterclockwise_loop
Step2,S2:1039488__1039495,1051458,trunk,counterclockwise_loop
Step2,S2:1039488__1039495,1051466,trunk,counterclockwise_loop
Step2,S2:1039488__1039495,1051469,trunk,counterclockwise_loop
Step2,S2:1039488__1039495,1051470,trunk,counterclockwise_loop
Step2,S2:1039494__1039495,1051461,trunk,counterclockwise_loop
Step2,S2:1039494__1039495,1051467,trunk,counterclockwise_loop
Step2,S2:997356__1019747,1031286,trunk,counterclockwise_loop
Step2,S2:997356__1019747,1031323,trunk,counterclockwise_loop
Step2,S2:997356__1019747,1031328,trunk,counterclockwise_loop
Step2,S2:997356__1019747,1038976,trunk,counterclockwise_loop
Step2,S2:997356__1019747,1049620,trunk,counterclockwise_loop
Step2,S2:997356__1019747,528146301,trunk,counterclockwise_loop
Step2,S2:997356__1019747,610101958,trunk,counterclockwise_loop
Step2,S2:997356__1029576,1040461,trunk,counterclockwise_loop
Step2,S2:997356__1029576,1052043,trunk,counterclockwise_loop
Step2,S2:997356__1029576,511173276,trunk,counterclockwise_loop
Step2,S2:997356__1029576,517797026,trunk,counterclockwise_loop
Step2,S2:997356__1029576,617799410,trunk,counterclockwise_loop
Step2,S2:997356__1029576,621691970,trunk,counterclockwise_loop
Step4,STEP4:1001056__1001057,1054054,trunk,counterclockwise_loop
Step4,STEP4:1001075__1039494,49422387,trunk,counterclockwise_loop
Step4,STEP4:1001075__1039494,49422388,trunk,counterclockwise_loop
Step4,STEP4:1013549__1013550,621929340,trunk,counterclockwise_loop
Step4,STEP4:1013549__1013550,621929342,trunk,counterclockwise_loop
Step4,STEP4:1013549__1013550,64919148,trunk,counterclockwise_loop
Step4,STEP4:1013550__1013551,15583471,trunk,counterclockwise_loop
Step4,STEP4:1013550__1013551,84945873,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,517113760,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,527115614,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,617116914,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,62603816,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,62603817,trunk,counterclockwise_loop
Step4,STEP4:1029569__26219678,627110418,trunk,counterclockwise_loop
Step4,STEP4:1029574__1039494,1051462,trunk,counterclockwise_loop
Step4,STEP4:1029574__1039494,1051464,trunk,counterclockwise_loop
Step4,STEP4:1029577__1049356,622049909,trunk,counterclockwise_loop
Step4,STEP4:1029581__1029582,1056564,trunk,counterclockwise_loop
Step4,STEP4:957257__1001057,58270436,trunk,counterclockwise_loop
Step5A,STEP5A:1001064__1043181,613833106,trunk,counterclockwise_loop
Step5A,STEP5A:1001073__1036658,49422381,trunk,counterclockwise_loop
Step5A,STEP5A:1020124__1020125,1029633,trunk,counterclockwise_loop
Step5A,STEP5A:1020125__39546430,524191459,trunk,counterclockwise_loop
Step5A,STEP5A:1020141__1036656,1073121,trunk,counterclockwise_loop
Step5A,STEP5A:1020141__1039490,1051457,trunk,counterclockwise_loop
Step5A,STEP5A:1029592__1029593,614898426,trunk,counterclockwise_loop
Step5A,STEP5A:1030081__1043181,1033802,trunk,counterclockwise_loop
Step5A,STEP5A:1030081__1043181,618747926,trunk,counterclockwise_loop
Step5A,STEP5A:1030081__1043181,618747927,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,1031320,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,1031329,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,1073128,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,34914823,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,49422407,trunk,counterclockwise_loop
Step5A,STEP5A:1036658__47215419,518874003,trunk,counterclockwise_loop
Step5A,STEP5A:1039486__1039488,1051452,trunk,counterclockwise_loop
Step5A,STEP5A:1039486__1039488,1051472,trunk,counterclockwise_loop
Step5A,STEP5A:1039486__613762500,519661723,trunk,counterclockwise_loop
Step5A,STEP5A:21787602__47215427,58271079,trunk,counterclockwise_loop
Step5A,STEP5A:47215427__612640212,617799404,trunk,counterclockwise_loop
Step5A,STEP5A:612301465__613762500,519675345,trunk,counterclockwise_loop
Step5A,STEP5A:957248__1001064,104516273,trunk,counterclockwise_loop
Step5A,STEP5A:957248__1001064,1049609,trunk,counterclockwise_loop
Step5B,STEP5B:1001064__1043181,1059890,trunk,counterclockwise_loop
Step5B,STEP5B:1001064__1043181,1059891,trunk,counterclockwise_loop
Step5B,STEP5B:1001070__612640212,627793737,trunk,counterclockwise_loop
Step5B,STEP5B:1001081__1004211,1027992,trunk,counterclockwise_loop
Step5B,STEP5B:1004746__612640212,627793738,trunk,counterclockwise_loop
Step5B,STEP5B:1014253__1036655,528876005,trunk,counterclockwise_loop
Step5B,STEP5B:1014522__21787698,58322248,trunk,counterclockwise_loop
Step5B,STEP5B:1014526__61704026,9097627,trunk,counterclockwise_loop
Step5B,STEP5B:1020119__1020121,1033653,trunk,counterclockwise_loop
Step5B,STEP5B:1020120__1020121,66969787,trunk,counterclockwise_loop
Step5B,STEP5B:1020121__1035968,617354887,trunk,counterclockwise_loop
Step5B,STEP5B:1020121__61704258,66969788,trunk,counterclockwise_loop
Step5B,STEP5B:1020141__1020142,49422419,trunk,counterclockwise_loop
Step5B,STEP5B:1029592__1040012,1056570,trunk,counterclockwise_loop
Step5B,STEP5B:21787603__47215427,58271078,trunk,counterclockwise_loop
Step5B,STEP5B:21787695__513248310,618747925,trunk,counterclockwise_loop
Step5B,STEP5B:39546457__47130796,49348690,trunk,counterclockwise_loop
Step5B,STEP5B:47130783__58609396,34914830,trunk,counterclockwise_loop
Step5B,STEP5B:520667106__607668098,521929473,trunk,counterclockwise_loop
Step5B,STEP5B:58609401__72717913,527799764,trunk,counterclockwise_loop
Step5B,STEP5B:612301465__613762500,629657215,trunk,counterclockwise_loop
Step5B,STEP5B:612301465__623258960,519675346,trunk,counterclockwise_loop
Step5B,STEP5B:61250174__61250175,9097534,trunk,counterclockwise_loop
Step5B,STEP5B:61250174__61250176,9097544,trunk,counterclockwise_loop
Step5B,STEP5B:61250174__61250177,9097543,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,1040458,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,1053366,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,1084540,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,1084543,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,29848659,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,605977273,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,62141861,trunk,counterclockwise_loop
Step5C,STEP5C:997356__39546395,627307581,trunk,counterclockwise_loop
