stage,pair_id,a_node_id,b_node_id,trunk_mode,left_turn_excluded_mode,segment_body_road_count,residual_road_count
Step4,STEP4:1013677__1019883,1013677,1019883,counterclockwise_loop,strict,2,0
Step4,STEP4:1013678__606304278,1013678,606304278,counterclockwise_loop,strict,3,0
Step4,STEP4:1013881__501236441,1013881,501236441,counterclockwise_loop,strict,2,0
Step4,STEP4:1013916__1016660,1013916,1016660,counterclockwise_loop,strict,2,0
Step4,STEP4:1019807__15222829,1019807,15222829,counterclockwise_loop,strict,2,0
Step4,STEP4:1026405__1046291,1026405,1046291,counterclockwise_loop,strict,1,1
Step4,STEP4:1026503__500999945,1026503,500999945,counterclockwise_loop,strict,2,0
Step4,STEP4:1032636__505988840,1032636,505988840,counterclockwise_loop,strict,2,0
Step4,STEP4:1042709__623856687,1042709,623856687,counterclockwise_loop,strict,3,0
Step4,STEP4:10970784__59620649,10970784,59620649,counterclockwise_loop,strict,2,0
Step4,STEP4:15222826__15222833,15222826,15222833,counterclockwise_loop,strict,2,0
Step4,STEP4:15222834__613626032,15222834,613626032,counterclockwise_loop,strict,2,0
Step4,STEP4:512613263__613626051,512613263,613626051,counterclockwise_loop,strict,2,0
Step4,STEP4:520640202__621266868,520640202,621266868,counterclockwise_loop,strict,2,0
Step4,STEP4:523148092__612642212,523148092,612642212,counterclockwise_loop,strict,2,0
Step4,STEP4:54265661__602985475,54265661,602985475,counterclockwise_loop,strict,2,0
Step4,STEP4:59620646__59620647,59620646,59620647,counterclockwise_loop,strict,2,0
Step5,STEP5A:1013674__505988840,1013674,505988840,counterclockwise_loop,strict,2,0
Step5,STEP5A:1013675__1046291,1013675,1046291,counterclockwise_loop,strict,2,0
Step5,STEP5A:1013878__1013881,1013878,1013881,counterclockwise_loop,strict,2,0
Step5,STEP5A:1013883__603860771,1013883,603860771,counterclockwise_loop,strict,1,0
Step5,STEP5A:1032758__500999945,1032758,500999945,counterclockwise_loop,strict,2,0
Step5,STEP5A:1042645__23205893,1042645,23205893,counterclockwise_loop,strict,1,0
Step5,STEP5A:23205893__506984016,23205893,506984016,counterclockwise_loop,strict,1,0
Step5,STEP5A:500588029__506861385,500588029,506861385,counterclockwise_loop,strict,1,0
Step5,STEP5A:512685465__612681935,512685465,612681935,counterclockwise_loop,strict,1,0
Step5,STEP5A:54265661__506986811,54265661,506986811,counterclockwise_loop,strict,2,0
Step5,STEP5A:59620646__59620649,59620646,59620649,counterclockwise_loop,strict,2,0
Step5,STEP5A:612681935__622684697,612681935,622684697,counterclockwise_loop,strict,1,0
Step5,STEP5A:81523986__603860771,81523986,603860771,counterclockwise_loop,strict,1,0
Step5,STEP5B:1013676__54265661,1013676,54265661,counterclockwise_loop,strict,2,0
Step5,STEP5B:1013688__59620649,1013688,59620649,counterclockwise_loop,strict,2,0
Step5,STEP5B:1039435__612642212,1039435,612642212,counterclockwise_loop,strict,1,0
Step5,STEP5B:1042706__1042707,1042706,1042707,counterclockwise_loop,strict,1,0
Step5,STEP5B:23205715__603860771,23205715,603860771,counterclockwise_loop,strict,1,0
