stage,pair_id,road_id,layer_role,trunk_mode
STEP5A,STEP5A:12843228__38626270,34915023,segment_body,counterclockwise_loop
STEP5B,STEP5B:1004299__606256902,603410580,segment_body,counterclockwise_loop
STEP5B,STEP5B:1020350__21673663,527882506,segment_body,counterclockwise_loop
STEP5B,STEP5B:1020350__21673663,627876608,segment_body,counterclockwise_loop
STEP5B,STEP5B:38626164__38626165,34914888,segment_body,counterclockwise_loop
STEP5B,STEP5B:509256873__600257262,600411180,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,1046165,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,1079994,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,1079996,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,34915068,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,620058895,segment_body,counterclockwise_loop
Step2,S2:1001660__1026888,87801435,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,1033542,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,40154787,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,40154794,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,501979547,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,517304913,segment_body,counterclockwise_loop
Step2,S2:1001661__1029909,608979725,segment_body,counterclockwise_loop
Step2,S2:1001661__1029915,1052047,segment_body,counterclockwise_loop
Step2,S2:1001661__1029915,40154775,segment_body,counterclockwise_loop
Step2,S2:1004300__1032602,1048502,segment_body,counterclockwise_loop
Step2,S2:1004300__1032602,1048503,segment_body,counterclockwise_loop
Step2,S2:1004300__1032602,602642448,segment_body,counterclockwise_loop
Step2,S2:1004300__1032602,604643114,segment_body,counterclockwise_loop
Step2,S2:1004313__62569870,1029565,segment_body,counterclockwise_loop
Step2,S2:1005091__1049570,609104022,segment_body,counterclockwise_loop
Step2,S2:1005091__1049570,609104025,segment_body,counterclockwise_loop
Step2,S2:1019827__1019848,506064560,segment_body,counterclockwise_loop
Step2,S2:1019827__1019848,507979227,segment_body,counterclockwise_loop
Step2,S2:1019827__1019848,617819463,segment_body,counterclockwise_loop
Step2,S2:1019827__62569870,517231221,segment_body,counterclockwise_loop
Step2,S2:1019827__62569870,605188278,segment_body,counterclockwise_loop
Step2,S2:1019832__1029630,32440063,segment_body,counterclockwise_loop
Step2,S2:1019832__1029630,514212167,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,1035839,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,510929691,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,510979205,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,511608485,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,511695770,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,604185774,segment_body,counterclockwise_loop
Step2,S2:1019848__1029909,610411977,segment_body,counterclockwise_loop
Step2,S2:1032602__509398477,505642589,segment_body,counterclockwise_loop
Step2,S2:1032602__509398477,609643433,segment_body,counterclockwise_loop
Step2,S2:1033088__603988368,502423361,segment_body,counterclockwise_loop
Step2,S2:1036077__56922710,49550028,segment_body,counterclockwise_loop
Step2,S2:1049769__74155507,49603094,segment_body,counterclockwise_loop
Step2,S2:56922706__56922707,518810300,segment_body,counterclockwise_loop
Step2,S2:56922706__56922707,518810302,segment_body,counterclockwise_loop
Step2,S2:56922707__56922710,43025727,segment_body,counterclockwise_loop
Step2,S2:62569870__62569871,524211738,segment_body,counterclockwise_loop
Step2,S2:994446__994447,1051954,segment_body,counterclockwise_loop
Step2,S2:994446__994447,513884467,segment_body,counterclockwise_loop
Step2,S2:994449__1004300,1055847,segment_body,counterclockwise_loop
Step2,S2:994449__1004300,1055859,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,1055861,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,49603140,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,503412555,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,504410959,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,506413333,segment_body,counterclockwise_loop
Step2,S2:994449__1019848,605412980,segment_body,counterclockwise_loop
Step2,S2:994449__1036077,1066623,segment_body,counterclockwise_loop
Step2,S2:994449__1036077,1090500,segment_body,counterclockwise_loop
Step2,S2:994449__1036077,58282705,segment_body,counterclockwise_loop
Step2,S2:994449__1036077,58282707,segment_body,counterclockwise_loop
Step2,S2:994589__1033088,600060780,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,1073999,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,39092263,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,511695763,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,97163727,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,97163728,segment_body,counterclockwise_loop
Step2,S2:997435__1001660,981722,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,1066630,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,508412726,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,604059003,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,609188635,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,97267353,segment_body,counterclockwise_loop
Step2,S2:997435__1019827,981714,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,1029560,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,1066633,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,520979242,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,620929495,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,620978831,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,622177436,segment_body,counterclockwise_loop
Step2,S2:997435__1029909,981726,segment_body,counterclockwise_loop
Step2,S2:997438__1005091,29848436,segment_body,counterclockwise_loop
Step2,S2:997438__1005091,57881626,segment_body,counterclockwise_loop
Step2,S2:997438__1005091,606345436,segment_body,counterclockwise_loop
Step2,S2:997438__1005091,611698360,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,1022061,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,1035832,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,1037246,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,1054078,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,29848431,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,605269553,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,610980484,segment_body,counterclockwise_loop
Step2,S2:997438__1029909,71034811,segment_body,counterclockwise_loop
Step2,S2:997438__74155507,1072203,segment_body,counterclockwise_loop
