stage,pair_id,road_id,layer_role,trunk_mode
Step2,S2:997438__1029909,1054078,trunk,counterclockwise_loop
Step2,S2:997438__1029909,29848431,trunk,counterclockwise_loop
Step2,S2:997438__1029909,605269553,trunk,counterclockwise_loop
Step2,S2:997438__1029909,610980484,trunk,counterclockwise_loop
Step2,S2:997438__1029909,71034811,trunk,counterclockwise_loop
Step2,S2:997438__74155507,1072203,trunk,counterclockwise_loop
Step2,S2:997438__74155507,29848429,trunk,counterclockwise_loop
Step2,S2:997438__74155507,29848430,trunk,counterclockwise_loop
Step2,S2:997438__74155507,57881629,trunk,counterclockwise_loop
Step4,STEP4:1004306__56922706,506238324,trunk,counterclockwise_loop
Step4,STEP4:1004308__1004309,1073716,trunk,counterclockwise_loop
Step4,STEP4:1005083__1005084,15667648,trunk,counterclockwise_loop
Step4,STEP4:1005083__1005084,627810729,trunk,counterclockwise_loop
Step4,STEP4:1005083__1005085,34915403,trunk,counterclockwise_loop
Step4,STEP4:1005083__1005085,505284772,trunk,counterclockwise_loop
Step4,STEP4:1005083__38626267,34915034,trunk,counterclockwise_loop
Step4,STEP4:1005083__38626267,504979401,trunk,counterclockwise_loop
Step4,STEP4:1007613__1049769,71034808,trunk,counterclockwise_loop
Step4,STEP4:1007613__1049769,71034809,trunk,counterclockwise_loop
Step4,STEP4:1007613__1049769,71034810,trunk,counterclockwise_loop
Step4,STEP4:1019827__1019832,44758416,trunk,counterclockwise_loop
Step4,STEP4:1019827__1019832,609423524,trunk,counterclockwise_loop
Step4,STEP4:1019832__62569871,603059919,trunk,counterclockwise_loop
Step4,STEP4:1029630__62569871,49550064,trunk,counterclockwise_loop
Step4,STEP4:1029684__1033088,507032037,trunk,counterclockwise_loop
Step4,STEP4:1029684__1033088,621727522,trunk,counterclockwise_loop
Step4,STEP4:1036264__56922710,43025732,trunk,counterclockwise_loop
Step4,STEP4:1042853__1049769,612162439,trunk,counterclockwise_loop
Step4,STEP4:38626155__509398477,607644287,trunk,counterclockwise_loop
Step4,STEP4:56922702__56922706,43025718,trunk,counterclockwise_loop
Step4,STEP4:56922702__56922706,614215871,trunk,counterclockwise_loop
Step4,STEP4:56922716__56922718,43025743,trunk,counterclockwise_loop
Step4,STEP4:56922716__56922718,43176584,trunk,counterclockwise_loop
Step4,STEP4:62570130__603988368,601642787,trunk,counterclockwise_loop
Step4,STEP4:62570130__603988368,625446713,trunk,counterclockwise_loop
Step4,STEP4:994446__1029915,509105106,trunk,counterclockwise_loop
Step4,STEP4:994446__1029915,601187256,trunk,counterclockwise_loop
Step4,STEP4:994447__74155507,1072202,trunk,counterclockwise_loop
Step4,STEP4:994447__74155507,511695767,trunk,counterclockwise_loop
Step4,STEP4:994449__1049570,1051951,trunk,counterclockwise_loop
Step4,STEP4:994449__1049570,1072754,trunk,counterclockwise_loop
Step5A,STEP5A:12843228__38626270,34915023,trunk,counterclockwise_loop
Step5B,STEP5B:1004299__606256902,603410580,trunk,counterclockwise_loop
Step5B,STEP5B:1020350__21673663,527882506,trunk,counterclockwise_loop
Step5B,STEP5B:1020350__21673663,627876608,trunk,counterclockwise_loop
Step5B,STEP5B:38626164__38626165,34914888,trunk,counterclockwise_loop
Step5B,STEP5B:509256873__600257262,600411180,trunk,counterclockwise_loop
